[14/Jul/2021:12:11:27 +0000] - 200 200 - GET http nui.bapuhome.net "/" [Client 192.168.88.20] [Length 1257] [Gzip 3.44] [Sent-to 192.168.88.4] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36" "-"
[19/Jul/2021:06:49:11 +0000] - 200 200 - GET http emby.bapuhome.net "/web/images/icon-512x512.png" [Client 192.168.88.20] [Length 11654] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 200 200 - GET http emby.bapuhome.net "/web/videoosd/videoosd.js?v=4.6.4.0" [Client 192.168.88.20] [Length 48254] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 200 200 - POST http emby.bapuhome.net "/Items/29140/PlaybackInfo?UserId=9d78af5e75764a4ea248fdc8d36ff862&StartTimeTicks=0&IsPlayback=false&AutoOpenLiveStream=false&MaxStreamingBitrate=140000000&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 3377] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 200 200 - GET http emby.bapuhome.net "/web/videoosd/videoosd.css?v=4.6.4.0" [Client 192.168.88.20] [Length 8276] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 200 200 - GET http emby.bapuhome.net "/web/videoosd/playqueue.js?v=4.6.4.0" [Client 192.168.88.20] [Length 7877] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 200 200 - GET http emby.bapuhome.net "/web/videoosd/playqueue.css?v=4.6.4.0" [Client 192.168.88.20] [Length 2607] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 200 200 - GET http emby.bapuhome.net "/web/videoosd/tvplayqueue.js?v=4.6.4.0" [Client 192.168.88.20] [Length 3413] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/emby-elements/emby-slider/emby-slider.js?v=4.6.4.0" [Client 192.168.88.20] [Length 5561] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 200 200 - GET http emby.bapuhome.net "/web/videoosd/tvplayqueue.css?v=4.6.4.0" [Client 192.168.88.20] [Length 451] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:11 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/emby-elements/emby-slider/emby-slider.css?v=4.6.4.0" [Client 192.168.88.20] [Length 3481] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:12 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Images/Primary?height=192&tag=25001f465e9f1ee32853bb9f05564be7&quality=90" [Client 192.168.88.20] [Length 8266] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:12 +0000] - 200 200 - GET http emby.bapuhome.net "/web/videoosd/videoosd.html?v=4.6.4.0&r=0" [Client 192.168.88.20] [Length 1516] [Gzip 4.83] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:12 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Images/Primary?height=512&tag=25001f465e9f1ee32853bb9f05564be7&quality=90" [Client 192.168.88.20] [Length 37838] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:13 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/Images/Logo?tag=43e001706edde4e8b39e2dc3a0cfb2b9&quality=90" [Client 192.168.88.20] [Length 147380] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:17 +0000] - 200 200 - GET http emby.bapuhome.net "/Items/29140/ThumbnailSet?Width=400&X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 17] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:20 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:20 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:20 +0000] - 200 200 - GET http emby.bapuhome.net "/web/modules/common/subtitlesettings/subtitleappearancehelper.js?v=4.6.4.0" [Client 192.168.88.20] [Length 2384] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:23 +0000] - 200 200 - GET http emby.bapuhome.net "/Videos/29140/3e77d60e6d88398ba3b3fe9ae3c3349e/Subtitles/2/0/Stream.vtt?api_key=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 90422] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:30 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:40 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:49:51 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:50:01 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:50:10 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:50:21 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:50:31 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:50:41 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:50:41 +0000] - 101 101 - GET http emby.bapuhome.net "/socket?api_key=77d287ac036d4f0aaa03521a2361000f&deviceId=9590fae0-9efd-4cde-8088-0bbcdcd71f9c" [Client 192.168.88.20] [Length 347] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "-"
[19/Jul/2021:06:50:51 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:51:01 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:51:11 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:51:21 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:51:31 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:51:41 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:51:52 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:52:02 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:52:12 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:52:22 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:52:32 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:52:43 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:52:53 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:53:03 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:53:13 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:53:23 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:53:33 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
[19/Jul/2021:06:53:43 +0000] - 204 204 - POST http emby.bapuhome.net "/Sessions/Playing/Progress?X-Emby-Client=Emby%20Web&X-Emby-Device-Name=Chrome&X-Emby-Device-Id=9590fae0-9efd-4cde-8088-0bbcdcd71f9c&X-Emby-Client-Version=4.6.4.0&X-Emby-Token=77d287ac036d4f0aaa03521a2361000f" [Client 192.168.88.20] [Length 0] [Gzip -] [Sent-to 192.168.88.3] "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.164 Safari/537.36" "http://emby.bapuhome.net/web/index.html"
